station,xCor,yCor
신사,788.1005859375,478.20458984375
학동,821.87890625,466.47412109375
구반포,697.9912109375,401.12646484375
신반포,723.537109375,411.70458984375
신논현,807.81640625,420.07275390625
논현,792.5859375,455.11376953125
반포,763.39453125,443.79736328125
개포동,930.564453125,360.82470703125
학여울,933.36328125,396.86767578125
대치,917.599609375,388.04345703125
매봉,866.4755859375,366.86865234375
내방,707.8349609375,370.30712890625
삼성,918.3515625,440.19580078125
역삼,841.0107421875,408.15966796875
서초,750.373046875,370.62060546875
장승배기,536.31396484375,429.77392578125
낙성대,626.40673828125,332.60400390625
영등포,461.04052734375,458.14501953125
구일,343.32861328125,409.36865234375
개봉,308.59423828125,394.98193359375
오류동,273.85986328125,380.59716796875
양천구청,334.52880859375,452.80810546875
발곡,834.3466796875,1195.26513671875
운서,93.04248046875,761.63916015625
동대입구,740.4033203125,624.62646484375
수진,1117.7939453125,218.20556640625
보문,788.666015625,723.36669921875
안암,817.7626953125,723.36669921875
백운,93.66845703125,377.18408203125
상왕십리,811.25,659.79833984375
용두,854.20703125,686.52197265625
구의,986.166015625,554.55517578125
신천,984.318359375,448.49951171875
종합운동장,940.2529296875,448.49951171875
서울대입구,580.71142578125,346.67138671875
신촌,545.37060546875,617.04150390625
이대,570.97314453125,617.04150390625
범골,794.1708984375,1209.33837890625
"경전철React.createElement('br')의정부",772.9697265625,1216.85400390625
명동,690.70703125,630.06787109375
안국,688.5908203125,701.36474609375
경복궁,650.2666015625,701.34716796875
백석,396.83837890625,948.34326171875
상수,502.59423828125,579.02490234375
광흥창,526.09326171875,579.02490234375
서빙고,692.8486328125,476.66943359375
녹사평,688.814453125,533.11865234375
이태원,712.52734375,533.14990234375
광화문,658.2392578125,684.43701171875
양평,391.12060546875,509.19384765625
오목교,357.62060546875,509.19384765625
목동,328.52294921875,509.19384765625
신정,304.02099609375,509.19384765625
마곡,211.18603515625,634.12646484375
송정,177.66162109375,634.12646484375
"공항화물React.createElement('br')청사",114.36181640625,769.14990234375
인천국제공항,138.61865234375,761.63330078125
신방화,187.66357421875,670.64599609375
마곡나루,214.43701171875,670.65185546875
양천향교,258.74072265625,670.65185546875
보라매,490.96337890625,401.85302734375
남구로,384.95166015625,362.91064453125
신풍,459.85595703125,401.70947265625
대방,512.42724609375,455.42138671875
종로5가,732.65625,680.02197265625
종각역,678.6318359375,665.86083984375
을지로입구,671.5244140625,645.63134765625
봉천,555.96044921875,346.67138671875
신대방,470.96630859375,349.17529296875
성균관대,755.7470703125,173.78271484375
의왕,740.9228515625,173.78271484375
당정,720.6689453125,173.78271484375
군포,700.357421875,173.78271484375
명학,619.59814453125,173.78271484375
안양,559.24267578125,173.78271484375
관악,499.18701171875,173.78271484375
인천논현,290.56884765625,199.79248046875
호구포,258.95947265625,199.79248046875
"남동React.createElement('br')인더스파크",225.47802734375,207.30712890625
망월사,880.56640625,1202.34228515625
문정,1114.5576171875,358.68310546875
구산,487.33154296875,824.38134765625
지축,503.59033203125,945.64404296875
아차산,1007.25390625,602.29248046875
혜화,744.818359375,714.30419921875
금호,789.73046875,588.57666015625
신흥,1144.568359375,233.26220703125
독바위,547.10400390625,851.02978515625
도봉,862.060546875,1075.98876953125
방학,861.9228515625,1031.65283203125
태평,1089.6171875,248.99365234375
단대오거리,1144.9892578125,252.84033203125
장지,1114.5498046875,328.18212890625
가천대,1084.07421875,272.71142578125
세류,790.1748046875,130.02978515625
남영,657.6513671875,560.83154296875
숙대입구,662.0166015625,577.83544921875
구파발,503.65185546875,918.76416015625
응암,487.32470703125,775.81298828125
새절,487.32470703125,749.43896484375
압구정,798.9677734375,505.99365234375
창신,786.654296875,704.12158203125
신내,1045.71484375,828.02001953125
중랑,952.697265625,752.33935546875
면목,999.26171875,737.96533203125
사가정,999.26171875,708.98681640625
용마산,999.26171875,682.58251953125
청라국제도시,75.94482421875,746.02587890625
경인교대입구,74.43603515625,527.48095703125
계산,74.43603515625,560.39306640625
임학,74.43603515625,593.31201171875
박촌,74.43603515625,626.22314453125
귤현,74.43603515625,659.13427734375
검암,74.43603515625,727.81884765625
남태령,689.5791015625,303.96435546875
선바위,689.5791015625,288.70751953125
경마공원,689.5791015625,273.45654296875
대공원,689.5791015625,258.20751953125
과천,689.5791015625,242.94970703125
정부과천청사,689.5791015625,227.69970703125
인덕원,689.5791015625,212.44384765625
평촌,689.5791015625,197.19384765625
범계,689.5791015625,181.94287109375
문래,421.92138671875,477.40869140625
"산React.createElement('br')본",675.26171875,140.31396484375
"강React.createElement('br')남React.createElement('br')대",928.72265625,117.40380859375
"캠React.createElement('br')퍼React.createElement('br')스React.createElement('br')타React.createElement('br')운",255.82861328125,140.13232421875
"팔React.createElement('br')당",1087.2685546875,684.81884765625
"용React.createElement('br')문",1222.787109375,684.81884765625
"원React.createElement('br')덕",1207.76171875,684.81884765625
"양React.createElement('br')평",1192.7373046875,684.81884765625
"오React.createElement('br')빈",1177.7119140625,684.81884765625
"아React.createElement('br')신",1162.6865234375,684.81884765625
"국React.createElement('br')수",1147.6630859375,684.81884765625
"신React.createElement('br')원",1132.6376953125,684.81884765625
"양React.createElement('br')수",1117.61328125,684.81884765625
"운React.createElement('br')길React.createElement('br')산",1102.587890625,684.81884765625
"연React.createElement('br')수",169.68896484375,186.03271484375
"정React.createElement('br')왕",432.08642578125,139.71923828125
"송React.createElement('br')도",151.83935546875,186.03271484375
"상React.createElement('br')동",137.62841796875,450.61181640625
"신React.createElement('br')중React.createElement('br')동",166.74560546875,458.12744140625
"부React.createElement('br')천React.createElement('br')시React.createElement('br')청",152.19677734375,465.64208984375
"삼React.createElement('br')산React.createElement('br')체React.createElement('br')육React.createElement('br')관",123.09912109375,473.15771484375
"굴React.createElement('br')포React.createElement('br')천",108.55126953125,458.12744140625
"지React.createElement('br')석",944.1298828125,116.56494140625
"어React.createElement('br')정",962.0048828125,116.56494140625
"동React.createElement('br')백",979.87890625,116.56494140625
"초React.createElement('br')당",997.751953125,116.56494140625
"삼React.createElement('br')가",1015.626953125,116.56494140625
"시React.createElement('br')청React.createElement('br')·React.createElement('br')용React.createElement('br')인React.createElement('br')대React.createElement('br')",1033.48828125,116.55322265625
"명React.createElement('br')지React.createElement('br')대",1051.3642578125,116.97900390625
"오React.createElement('br')리",1012.84765625,157.56884765625
"죽React.createElement('br')전",995.2607421875,157.56884765625
"보React.createElement('br')정",977.673828125,157.56884765625
"구React.createElement('br')성",960.0869140625,157.56884765625
"신React.createElement('br')갈",942.5009765625,157.56884765625
"상React.createElement('br')갈",906.9404296875,157.56884765625
"청React.createElement('br')명",888.966796875,157.56884765625
"영React.createElement('br')통",870.9912109375,157.56884765625
"망React.createElement('br')포",853.0166015625,157.56884765625
"매React.createElement('br')탄React.createElement('br')권React.createElement('br')선",835.04296875,170.09423828125
"수React.createElement('br')원React.createElement('br')시React.createElement('br')청",817.06640625,170.09423828125
"매React.createElement('br')교",799.09375,157.56884765625
"수React.createElement('br')리React.createElement('br')산",655.2470703125,139.71337890625
"대React.createElement('br')야React.createElement('br')미",632.93212890625,139.71337890625
"반React.createElement('br')월",610.61669921875,139.71337890625
"상React.createElement('br')록React.createElement('br')수",588.30224609375,139.71337890625
"한React.createElement('br')대React.createElement('br')앞",565.98779296875,139.71337890625
"중React.createElement('br')앙",543.67333984375,139.71337890625
"고React.createElement('br')잔",521.35791015625,139.71337890625
"초React.createElement('br')지",499.04345703125,139.71337890625
"안React.createElement('br')산",476.72900390625,139.71337890625
"진React.createElement('br')위",716.3916015625,92.42333984375
"서React.createElement('br')동React.createElement('br')탄",803.8662109375,92.42333984375
"세React.createElement('br')마",772.068359375,91.90869140625
"오React.createElement('br')산React.createElement('br')대",753.5107421875,92.42333984375
"오React.createElement('br')산",734.9560546875,92.42333984375
"송React.createElement('br')탄React.createElement('br')",697.83984375,92.42333984375
"서React.createElement('br')정React.createElement('br')리",679.2841796875,92.42333984375
"지React.createElement('br')제",660.7265625,92.42333984375
"평React.createElement('br')택",642.1689453125,92.42333984375
"성React.createElement('br')환",623.61279296875,92.42333984375
"직React.createElement('br')산",605.05615234375,92.42333984375
"두React.createElement('br')정",586.49951171875,92.42333984375
"천React.createElement('br')안",567.94189453125,92.42333984375
"봉React.createElement('br')명",549.38525390625,92.42333984375
"쌍React.createElement('br')용",530.82763671875,92.42333984375
"아React.createElement('br')산",512.27001953125,92.42333984375
"배React.createElement('br')방",493.71337890625,92.42333984375
"온React.createElement('br')양React.createElement('br')온React.createElement('br')천",475.15771484375,92.42333984375
"신React.createElement('br')창",456.60009765625,92.42333984375
"신React.createElement('br')길React.createElement('br')온React.createElement('br')천",454.43896484375,139.71337890625
"국React.createElement('br')제React.createElement('br')업React.createElement('br')무React.createElement('br')지React.createElement('br')구",348.42626953125,140.12646484375
"센React.createElement('br')트React.createElement('br')럴React.createElement('br')파React.createElement('br')크",322.21630859375,140.12646484375
"인React.createElement('br')천React.createElement('br')대React.createElement('br')입React.createElement('br')구",299.88232421875,140.12646484375
"지React.createElement('br')식React.createElement('br')정React.createElement('br')보React.createElement('br')단React.createElement('br')지",277.55517578125,140.12646484375
"테React.createElement('br')크React.createElement('br')노React.createElement('br')파React.createElement('br')크",232.89404296875,140.12646484375
"역React.createElement('br')곡",192.95556640625,378.60791015625
"소React.createElement('br')사",180.21044921875,378.60791015625
"부React.createElement('br')천",167.46533203125,378.60791015625
"중React.createElement('br')동",154.72021484375,378.60791015625
"송React.createElement('br')내",141.97607421875,378.60791015625
"부React.createElement('br')개",129.22998046875,378.60791015625
"문React.createElement('br')산",594.49658203125,994.67236328125
"파React.createElement('br')주",577.49267578125,994.67236328125
"월React.createElement('br')롱",560.48876953125,994.67236328125
"금React.createElement('br')촌",543.48486328125,994.67236328125
"금React.createElement('br')릉",526.48193359375,994.67236328125
"운React.createElement('br')정",509.47802734375,994.67236328125
"탄React.createElement('br')현",492.47412109375,994.67236328125
"삼React.createElement('br')송",484.99560546875,948.32568359375
"원React.createElement('br')흥",469.38818359375,948.32568359375
"원React.createElement('br')당",453.78076171875,948.32568359375
"화React.createElement('br')당",438.17431640625,948.32568359375
"백React.createElement('br')마",441.46826171875,994.67236328125
"풍React.createElement('br')산",458.47216796875,994.67236328125
"일React.createElement('br')산",475.47509765625,994.67236328125
